date,time,temp,hum,dust,mdust
2024-11-19,20:35:31,21,42,2,2
2024-11-19,20:59:36,21,42,3,3
2024-11-20,13:12:12,23,44,8,8
2024-11-20,13:12:41,24,43,10,10
2024-11-20,15:38:04,18,44,4,4
2024-11-20,15:38:33,25,43,4,4
2024-11-20,15:39:02,25,43,2,2
2024-11-20,15:39:31,25,43,5,5
2024-11-20,15:41:31,25,43,2,2
2024-11-20,15:42:00,24,44,3,3
2024-11-20,15:42:30,24,44,4,4
2024-11-20,15:43:32,23,44,3,3
2024-11-20,16:11:14,23,45,4,4
2024-11-20,16:11:43,23,47,5,5
2024-11-20,16:13:11,23,47,6,6
2024-11-20,16:13:44,23,47,3,3
2024-11-20,16:14:13,23,47,5,5
2024-11-20,16:14:44,23,47,3,3
2024-11-20,16:19:21,23,47,3,3
2024-11-20,16:20:18,23,47,6,5
2024-11-20,16:20:47,23,47,4,4
2024-11-20,16:26:39,23,47,5,5
2024-11-20,16:27:08,23,47,5,5
2024-11-20,16:28:54,23,47,6,6
2024-11-20,16:58:22,23,48,15,15
2024-11-20,16:58:52,23,48,16,16
2024-11-20,16:59:21,24,47,15,14
2024-11-20,16:59:50,24,47,14,13
2024-11-20,17:00:19,24,47,19,17
2024-11-20,17:00:49,24,48,15,15
2024-11-20,17:01:18,23,48,13,13
2024-11-20,17:01:47,23,48,17,17
2024-11-20,17:02:16,23,48,16,15
2024-11-20,17:02:46,23,48,15,15
2024-11-20,17:03:15,24,54,16,14
2024-11-20,17:03:44,25,78,17,16
2024-11-20,17:04:13,24,65,17,17
2024-11-20,17:04:43,24,58,18,16
2024-11-20,17:05:12,24,53,14,13
2024-11-20,17:05:41,23,50,14,13
2024-11-20,17:06:10,23,47,45,39
2024-11-20,17:06:40,23,45,42,36
2024-11-20,17:07:09,23,45,43,37
2024-11-20,17:07:38,23,45,43,35
2024-11-20,17:08:07,23,46,41,35
2024-11-20,17:08:37,23,47,35,31
2024-11-20,17:09:06,23,47,35,32
2024-11-20,17:09:35,23,47,31,30
2024-11-20,17:10:04,23,47,33,30
2024-11-20,17:10:34,23,47,30,30
2024-11-20,17:11:03,23,47,28,28
2024-11-20,17:11:32,23,47,32,30
2024-11-20,17:12:01,23,47,31,29
2024-11-20,17:12:31,23,48,32,30
2024-11-20,17:13:00,23,48,27,26
2024-11-20,17:13:29,23,48,27,26
2024-11-20,17:13:58,23,48,29,29
2024-11-20,17:14:28,23,48,30,28
2024-11-20,17:14:57,23,48,29,28
2024-11-20,17:15:26,23,48,28,28
2024-11-20,17:15:55,23,48,34,31
2024-11-20,17:16:25,23,48,24,23
2024-11-20,17:16:54,23,48,30,30
2024-11-20,17:17:23,22,48,28,27
2024-11-20,17:17:53,22,48,29,28
2024-11-20,17:18:22,23,48,28,27
2024-11-20,17:18:51,23,48,32,29
2024-11-20,17:19:20,23,48,28,26
2024-11-20,17:19:50,22,48,27,26
2024-11-20,17:20:19,23,48,30,30
2024-11-20,17:20:48,22,48,27,25
2024-11-20,17:21:17,22,48,23,23
2024-11-20,17:21:47,22,48,27,26
2024-11-20,17:22:16,22,48,30,29
2024-11-20,17:22:45,22,48,25,24
2024-11-20,17:23:14,22,48,27,25
2024-11-20,17:23:44,22,48,27,26
2024-11-20,17:24:13,22,48,27,27
2024-11-20,17:24:42,22,48,26,25
2024-11-20,17:25:11,22,48,28,27
2024-11-20,17:25:41,22,48,22,22
2024-11-20,17:26:10,22,48,28,26
2024-11-20,17:26:39,22,48,26,26
2024-11-20,17:27:08,22,48,32,30
2024-11-20,17:27:38,22,48,30,27
2024-11-20,17:28:07,22,48,25,25
2024-11-20,17:28:36,22,48,25,22
2024-11-20,17:29:05,22,48,29,28
2024-11-20,17:29:35,22,48,27,26
2024-11-20,17:30:04,22,48,29,28
2024-11-20,17:30:33,22,48,24,24
2024-11-20,17:31:02,22,48,29,29
2024-11-20,17:31:32,22,48,23,23
2024-11-20,17:32:01,22,48,24,23
2024-11-20,17:32:30,22,48,26,25
2024-11-20,17:32:59,22,48,25,24
2024-11-20,17:33:29,22,48,27,27
2024-11-20,17:33:58,22,48,25,25
2024-11-20,17:34:27,22,48,28,28
2024-11-20,17:34:57,22,47,28,26
2024-11-20,17:35:26,22,48,30,28
2024-11-20,17:35:55,22,48,32,31
2024-11-20,17:36:24,22,48,34,32
2024-11-20,17:36:54,22,48,32,29
2024-11-20,17:37:23,22,48,29,28
2024-11-20,17:37:52,22,48,30,30
2024-11-20,17:38:21,22,48,34,30
2024-11-20,17:38:51,22,48,31,30
2024-11-20,17:39:20,22,48,33,29
2024-11-20,17:39:49,22,48,33,30
2024-11-20,17:40:18,22,46,30,29
2024-11-20,17:40:48,22,45,29,25
2024-11-20,17:41:17,22,44,30,29
2024-11-20,17:41:46,22,44,49,42
2024-11-20,17:42:15,22,45,50,42
2024-11-20,17:42:45,22,46,47,40
2024-11-20,17:43:14,22,46,47,38
2024-11-20,17:43:43,22,47,37,33
2024-11-20,17:44:12,22,47,42,35
2024-11-20,17:44:42,22,47,39,34
2024-11-20,17:45:11,22,47,44,35
2024-11-20,17:45:40,22,47,41,35
2024-11-20,17:46:09,22,47,34,32
2024-11-20,17:46:39,22,47,32,29
2024-11-20,17:47:08,22,47,35,31
2024-11-20,17:47:37,22,47,38,34
2024-11-20,17:48:06,22,47,36,33
2024-11-20,17:48:36,22,47,38,33
2024-11-20,17:49:05,22,47,38,33
2024-11-20,17:49:34,22,47,37,33
2024-11-20,17:50:03,22,47,34,32
2024-11-20,17:50:33,22,47,35,33
2024-11-20,17:51:02,22,47,30,30
2024-11-20,17:51:31,22,47,32,31
2024-11-20,17:52:00,22,47,31,30
2024-11-20,17:52:30,22,47,34,30
2024-11-20,17:52:59,22,47,37,32
2024-11-20,17:53:28,22,47,33,31
2024-11-20,17:53:58,22,47,33,32
2024-11-20,17:54:27,22,47,35,31
2024-11-20,17:54:56,22,47,35,30
2024-11-20,17:55:25,22,47,32,31
2024-11-20,17:55:55,22,47,37,31
2024-11-20,17:56:24,22,47,30,30
2024-11-20,17:56:53,22,47,39,33
2024-11-20,17:57:22,22,47,29,27
2024-11-20,17:57:52,22,47,36,33
2024-11-20,17:58:21,22,47,35,32
2024-11-20,17:58:50,22,47,34,32
2024-11-20,17:59:19,22,47,33,30
2024-11-20,17:59:49,22,47,37,33
2024-11-20,18:00:18,22,47,35,32
2024-11-20,18:00:47,22,47,31,30
2024-11-20,18:01:16,22,47,30,27
2024-11-20,18:01:46,22,47,32,31
2024-11-20,18:02:15,22,47,33,32
2024-11-20,18:02:44,22,47,35,32
2024-11-20,18:03:13,22,47,34,32
2024-11-20,18:03:43,22,47,32,30
2024-11-20,18:04:12,22,47,35,31
2024-11-20,18:04:41,22,47,31,29
2024-11-20,18:05:10,22,47,33,30
2024-11-20,18:05:40,22,47,27,27
2024-11-20,18:06:09,22,47,31,30
2024-11-20,18:06:38,22,47,29,29
2024-11-20,18:07:07,22,47,28,28
2024-11-20,18:07:37,22,47,29,28
2024-11-20,18:08:06,22,47,26,26
2024-11-20,18:08:35,22,47,29,27
2024-11-20,18:09:04,22,47,30,29
2024-11-20,18:09:34,22,47,30,30
2024-11-20,18:10:03,22,47,29,29
2024-11-20,18:10:32,22,47,33,32
2024-11-20,18:11:02,22,47,36,33
2024-11-20,18:11:31,22,47,30,29
2024-11-20,18:12:00,22,47,31,30
2024-11-20,18:12:29,22,46,31,30
2024-11-20,18:12:59,22,45,28,28
2024-11-20,18:13:28,22,45,30,30
2024-11-20,18:13:57,22,45,28,28
2024-11-20,18:14:26,22,46,37,34
2024-11-20,18:14:56,22,47,47,40
2024-11-20,18:15:25,22,47,44,38
2024-11-20,18:15:54,22,47,47,39
2024-11-20,18:16:23,22,47,41,35
2024-11-20,18:16:53,22,47,36,33
2024-11-20,18:17:22,22,47,35,32
2024-11-20,18:17:51,22,47,39,34
2024-11-20,18:18:20,22,47,40,35
2024-11-20,18:18:50,22,47,39,34
2024-11-20,18:19:19,22,47,44,37
2024-11-20,18:19:48,22,47,40,35
2024-11-20,18:20:17,22,47,36,32
2024-11-20,18:20:47,22,47,39,35
2024-11-20,18:21:16,22,46,37,33
2024-11-20,18:21:45,22,46,36,33
2024-11-20,18:22:14,22,45,34,30
2024-11-20,18:22:44,22,46,36,32
2024-11-20,18:23:13,22,46,46,40
2024-11-20,18:23:42,22,47,47,40
2024-11-20,18:24:11,22,47,50,43
2024-11-20,18:24:41,22,47,47,40
2024-11-20,18:25:10,22,47,41,36
2024-11-20,18:25:39,22,47,43,36
2024-11-20,18:26:08,22,47,42,35
2024-11-20,18:26:38,22,47,39,35
2024-11-20,18:27:07,22,47,40,34
2024-11-20,18:27:36,22,47,37,33
2024-11-20,18:28:05,22,47,39,35
2024-11-20,18:28:35,22,47,36,33
2024-11-20,18:29:04,22,47,41,35
2024-11-20,18:29:33,22,47,37,33
2024-11-20,18:30:03,22,47,33,31
2024-11-20,18:30:32,22,47,36,32
2024-11-20,18:31:01,22,47,41,36
2024-11-20,18:31:30,22,47,37,34
2024-11-20,18:32:00,22,47,35,32
2024-11-20,18:32:29,22,47,36,33
2024-11-20,18:32:58,22,47,34,32
2024-11-20,18:33:27,22,48,33,32
2024-11-20,18:33:57,22,48,33,31
2024-11-20,18:34:26,22,48,39,35
2024-11-20,18:34:55,22,48,35,32
2024-11-20,18:35:24,22,48,34,32
2024-11-20,18:35:54,22,48,35,31
2024-11-20,18:36:23,22,48,33,31
2024-11-20,18:36:52,22,48,35,32
2024-11-20,18:37:21,22,48,34,31
2024-11-20,18:37:51,22,48,35,32
2024-11-20,18:38:20,22,48,33,32
2024-11-20,18:38:49,22,48,33,32
2024-11-20,18:39:18,22,48,35,33
2024-11-20,18:39:48,22,48,32,31
2024-11-20,18:40:17,22,48,30,29
2024-11-20,18:40:46,22,48,35,31
2024-11-20,18:41:15,22,48,33,31
2024-11-20,18:41:45,22,48,32,30
2024-11-20,18:42:14,22,48,40,35
2024-11-20,18:42:43,22,48,34,32
2024-11-20,18:43:12,22,48,35,30
2024-11-20,18:43:42,22,48,34,31
2024-11-20,18:44:11,22,48,35,32
2024-11-20,18:44:40,22,48,34,32
2024-11-20,18:45:10,22,48,29,28
2024-11-20,18:45:39,22,48,33,31
2024-11-20,18:46:08,22,48,36,32
2024-11-20,18:46:37,22,48,34,32
2024-11-20,18:47:07,22,48,33,32
2024-11-20,18:47:36,22,48,34,30
2024-11-20,18:48:05,22,48,31,30
2024-11-20,18:48:34,22,48,34,31
2024-11-20,18:49:04,22,48,31,28
2024-11-20,18:52:36,22,48,32,30
2024-11-20,18:52:47,22,48,33,32
2024-11-20,18:55:28,22,48,28,28
2024-11-20,18:55:57,22,48,28,28
2024-11-20,18:56:26,22,48,34,32
2024-11-20,18:56:56,22,48,31,29
2024-11-20,18:57:25,22,48,30,29
2024-11-20,18:57:54,22,48,33,30
2024-11-20,18:58:23,22,48,31,30
2024-11-20,18:58:53,22,48,30,29
2024-11-20,18:59:22,22,48,34,30
2024-11-20,18:59:51,22,48,27,27
2024-11-20,19:00:20,22,48,31,30
2024-11-20,19:00:50,22,48,32,31
2024-11-20,19:01:19,22,48,32,30
2024-11-20,19:01:48,22,48,34,32
2024-11-20,19:02:17,22,48,28,26
2024-11-20,19:02:47,22,48,30,29
2024-11-20,19:03:16,22,48,34,31
2024-11-20,19:03:45,22,48,35,32
2024-11-20,19:04:14,22,48,32,31
2024-11-20,19:04:44,22,48,32,31
2024-11-20,19:05:13,22,48,30,30
2024-11-20,19:05:42,22,48,33,32
2024-11-20,19:06:11,22,48,31,30
2024-11-20,19:06:41,22,48,27,27
2024-11-20,19:07:10,22,48,29,28
2024-11-20,19:07:39,22,48,30,29
2024-11-20,19:08:08,22,48,30,30
2024-11-20,19:08:38,22,48,34,32
2024-11-20,19:09:07,22,48,35,33
2024-11-20,19:09:36,22,48,30,29
2024-11-20,19:10:05,22,48,34,32
2024-11-20,19:10:35,22,48,33,32
2024-11-20,19:11:04,22,48,32,30
2024-11-20,19:11:33,22,48,32,30
2024-11-20,19:12:02,22,48,37,33
2024-11-20,19:12:32,22,48,31,30
2024-11-20,19:13:01,22,48,32,30
2024-11-20,19:13:30,22,48,26,26
2024-11-20,19:14:00,22,48,37,32
2024-11-20,19:14:29,22,48,34,32
2024-11-20,19:14:58,22,48,30,29
2024-11-20,19:15:27,22,48,33,31
2024-11-20,19:15:57,22,48,32,31
2024-11-20,19:16:26,22,48,30,30
2024-11-20,19:16:55,22,48,30,30
2024-11-20,19:17:24,22,48,31,29
2024-11-20,19:17:54,22,48,34,32
2024-11-20,19:18:23,22,48,31,30
2024-11-20,19:18:52,22,48,36,32
2024-11-20,19:19:21,22,48,34,32
2024-11-20,19:19:51,22,48,32,30
2024-11-20,19:20:20,22,48,31,29
2024-11-20,19:20:49,22,48,32,30
2024-11-20,19:21:18,23,48,26,26
2024-11-20,19:21:48,23,48,32,30
2024-11-20,19:22:17,22,48,32,30
2024-11-20,19:22:46,22,48,32,30
2024-11-20,19:23:15,22,48,32,30
2024-11-20,19:23:45,22,48,33,30
2024-11-20,19:24:14,22,48,33,32
2024-11-20,19:24:43,22,48,32,30
2024-11-20,19:25:12,22,48,35,32
2024-11-20,19:25:42,22,48,32,30
2024-11-20,19:26:11,22,48,35,32
2024-11-20,19:26:40,22,48,30,30
2024-11-20,19:27:09,22,48,34,31
2024-11-20,19:27:39,22,48,35,32
2024-11-20,19:28:08,22,48,34,32
2024-11-20,19:28:37,22,48,31,28
2024-11-20,19:29:06,22,48,32,31
2024-11-20,19:29:36,22,48,31,29
2024-11-20,19:30:05,22,48,35,33
2024-11-20,19:30:34,22,48,33,31
2024-11-20,19:31:04,22,48,29,29
2024-11-20,19:31:33,22,48,33,30
2024-11-20,19:32:02,22,48,32,30
2024-11-20,19:32:31,22,48,30,30
2024-11-20,19:33:01,22,48,36,33
2024-11-20,19:33:30,22,48,37,34
2024-11-20,19:33:59,22,48,33,29
2024-11-20,19:34:28,22,48,34,32
2024-11-20,19:34:58,22,48,30,29
2024-11-20,19:35:27,22,48,31,30
2024-11-20,19:35:56,22,48,33,31
2024-11-20,19:36:25,22,48,32,30
2024-11-20,19:36:55,22,48,34,32
2024-11-20,19:37:24,22,48,33,31
2024-11-20,19:37:53,22,48,31,28
2024-11-20,19:38:22,22,48,27,27
2024-11-20,19:38:52,22,48,30,30
2024-11-20,19:39:21,22,48,31,30
2024-11-20,19:39:50,22,48,36,33
2024-11-20,19:40:19,22,48,33,31
2024-11-20,19:40:49,22,48,34,32
2024-11-20,19:41:18,22,48,29,28
2024-11-20,19:41:47,22,48,30,29
2024-11-20,19:42:16,22,48,33,31
2024-11-20,19:42:46,22,48,32,30
2024-11-20,19:43:15,22,48,32,31
2024-11-20,19:43:44,22,48,34,31
2024-11-20,19:44:13,22,48,31,29
2024-11-20,19:44:43,22,48,32,31
2024-11-20,19:45:12,22,48,29,29
2024-11-20,19:45:41,22,48,32,30
2024-11-20,19:46:10,22,48,31,29
2024-11-20,19:46:40,22,48,29,27
2024-11-20,19:47:09,22,48,31,30
2024-11-20,19:47:38,22,48,31,29
2024-11-20,19:48:07,22,48,31,30
2024-11-20,19:48:37,22,48,33,32
2024-11-20,19:49:06,22,48,39,33
2024-11-20,19:49:35,22,48,32,30
2024-11-20,19:50:05,22,48,35,33
2024-11-20,19:50:34,22,48,33,30
2024-11-20,19:51:03,22,48,33,29
2024-11-20,19:51:32,22,48,31,30
2024-11-20,19:52:02,22,48,29,28
2024-11-20,19:52:31,22,48,28,26
2024-11-20,19:53:00,22,48,32,30
2024-11-20,19:53:29,22,48,30,29
2024-11-20,19:53:59,22,48,32,31
2024-11-20,19:54:28,22,48,33,30
2024-11-20,19:54:57,22,48,30,29
2024-11-20,19:55:26,22,48,28,28
2024-11-20,19:55:56,22,48,31,30
2024-11-20,19:56:25,22,48,34,32
2024-11-20,19:56:54,22,48,30,29
2024-11-20,19:57:23,22,49,38,32
2024-11-20,19:57:53,22,49,31,27
2024-11-20,19:58:22,22,49,29,29
2024-11-20,19:58:51,22,49,31,30
2024-11-20,19:59:20,22,49,37,33
2024-11-20,19:59:50,22,49,33,30
2024-11-20,20:00:19,22,49,31,30
2024-11-20,20:00:48,22,49,35,33
2024-11-20,20:01:17,22,49,39,34
2024-11-20,20:01:47,22,49,32,30
2024-11-20,20:02:16,22,48,35,33
2024-11-20,20:02:45,22,48,33,32
2024-11-20,20:03:14,22,48,34,32
2024-11-20,20:03:44,22,48,35,31
2024-11-20,20:04:13,22,48,34,31
2024-11-20,20:04:42,22,48,32,29
2024-11-20,20:05:11,22,48,36,33
2024-11-20,20:05:41,22,48,37,33
2024-11-20,20:06:10,22,48,30,29
2024-11-20,20:06:39,22,48,31,30
2024-11-20,20:07:08,22,48,35,32
2024-11-20,20:07:38,22,48,40,35
2024-11-20,20:08:07,22,48,36,32
2024-11-20,20:08:36,22,48,33,32
2024-11-20,20:09:06,22,48,35,32
2024-11-20,20:09:35,22,48,35,30
2024-11-20,20:10:04,22,48,31,29
2024-11-20,20:10:33,22,48,38,35
2024-11-20,20:11:03,22,48,38,33
2024-11-20,20:11:32,21,48,32,29
2024-11-20,20:12:01,21,48,34,31
2024-11-20,20:12:30,21,48,33,31
2024-11-20,20:13:00,21,48,40,35
2024-11-20,20:13:29,21,48,34,32
2024-11-20,20:13:58,21,48,36,33
2024-11-20,20:14:27,21,48,31,30
2024-11-20,20:14:57,21,48,37,33
2024-11-20,20:15:26,21,48,33,31
2024-11-20,20:15:55,21,48,34,32
2024-11-20,20:16:24,21,48,28,28
2024-11-20,20:16:54,21,48,31,30
2024-11-20,20:17:23,21,48,31,29
2024-11-20,20:17:52,21,48,34,32
2024-11-20,20:18:21,21,48,37,33
2024-11-20,20:18:51,21,48,34,31
2024-11-20,20:19:20,21,48,36,31
2024-11-20,20:19:49,21,48,33,30
2024-11-20,20:20:18,21,48,32,29
2024-11-20,20:20:48,21,48,34,32
2024-11-20,20:21:17,21,48,36,33
2024-11-20,20:21:46,21,48,34,32
2024-11-20,20:22:15,21,48,34,32
2024-11-20,20:22:45,21,48,36,33
2024-11-20,20:23:14,21,48,41,35
2024-11-20,20:23:43,21,48,37,34
2024-11-20,20:24:12,21,48,36,32
2024-11-20,20:24:42,21,48,35,33
2024-11-20,20:25:11,21,48,34,31
2024-11-20,20:25:40,21,48,33,30
2024-11-20,20:26:09,21,48,30,28
2024-11-20,20:26:39,21,48,36,33
2024-11-20,20:27:08,21,48,34,32
2024-11-20,20:27:37,21,47,31,30
2024-11-20,20:28:07,21,47,32,30
2024-11-20,20:28:36,21,47,37,32
2024-11-20,20:29:05,21,47,35,32
2024-11-20,20:29:34,21,47,33,30
2024-11-20,20:30:04,21,47,32,30
2024-11-20,20:30:33,21,47,32,30
2024-11-20,20:31:02,21,47,33,32
2024-11-20,20:31:31,21,47,35,33
2024-11-20,20:32:01,21,47,32,31
2024-11-20,20:32:30,21,47,36,33
2024-11-20,20:32:59,21,47,34,31
2024-11-20,20:33:28,21,47,33,30
2024-11-20,20:33:58,21,47,30,30
2024-11-20,20:34:27,21,47,36,32
2024-11-20,20:34:56,21,47,40,34
2024-11-20,20:35:25,21,47,36,33
2024-11-20,20:35:55,21,47,28,28
2024-11-20,20:36:24,21,47,37,32
2024-11-20,20:36:53,21,47,32,30
2024-11-20,20:37:22,21,47,34,31
2024-11-20,20:37:52,21,47,33,31
2024-11-20,20:38:21,21,47,30,30
2024-11-20,20:38:50,21,47,33,31
2024-11-20,20:39:19,21,47,34,32
2024-11-20,20:39:49,21,47,33,30
2024-11-20,20:40:18,21,47,30,29
2024-11-20,20:40:47,21,47,31,30
2024-11-20,20:41:16,21,47,32,30
2024-11-20,20:41:46,21,47,38,33
2024-11-20,20:42:15,21,47,32,30
2024-11-20,20:42:44,21,47,29,28
2024-11-20,20:43:13,21,47,33,31
2024-11-20,20:43:43,21,47,36,33
2024-11-20,20:44:12,21,47,36,32
2024-11-20,20:44:41,21,47,31,30
2024-11-20,20:45:10,21,47,33,32
2024-11-20,20:45:40,21,47,33,31
2024-11-20,20:46:09,21,47,31,30
2024-11-20,20:46:38,21,47,34,29
2024-11-20,20:47:08,21,47,32,31
2024-11-20,20:47:37,21,47,33,31
2024-11-20,20:48:06,21,47,36,32
2024-11-20,20:48:35,21,47,33,30
2024-11-20,20:49:05,21,47,32,29
2024-11-20,20:49:34,21,47,33,31
2024-11-20,20:50:03,21,47,33,31
2024-11-20,20:50:32,21,47,33,31
2024-11-20,20:51:02,21,47,34,30
2024-11-20,20:51:31,21,47,34,31
2024-11-20,20:52:00,21,47,35,31
2024-11-20,20:52:29,21,48,38,33
2024-11-20,20:52:59,21,48,33,32
2024-11-20,20:53:28,21,48,32,30
2024-11-20,20:53:57,21,48,35,32
2024-11-20,20:54:26,21,48,35,32
2024-11-20,20:54:56,21,48,32,31
2024-11-20,20:55:25,21,48,35,32
2024-11-20,20:55:54,21,48,32,31
2024-11-20,20:56:23,21,48,33,30
2024-11-20,20:56:53,21,48,32,31
2024-11-20,20:57:22,21,48,28,28
2024-11-20,20:57:51,21,48,30,28
2024-11-20,20:58:20,21,48,29,29
2024-11-20,20:58:50,21,48,31,29
2024-11-20,20:59:19,21,48,36,33
2024-11-20,20:59:48,21,48,37,34
2024-11-20,21:00:17,21,47,36,32
2024-11-20,21:00:47,21,47,32,30
2024-11-20,21:01:16,21,47,33,31
2024-11-20,21:01:45,21,47,35,32
2024-11-20,21:02:14,21,47,33,31
2024-11-20,21:02:44,21,47,33,32
2024-11-20,21:03:13,21,47,35,32
2024-11-20,21:03:42,21,47,35,30
2024-11-20,21:04:11,21,47,31,28
2024-11-20,21:04:41,21,47,32,31
2024-11-20,21:05:10,21,47,33,29
2024-11-20,21:05:39,21,47,32,31
2024-11-20,21:06:09,21,47,31,29
2024-11-20,21:06:38,21,47,30,29
2024-11-20,21:07:07,21,47,37,34
2024-11-20,21:07:36,21,48,34,31
2024-11-20,21:08:06,21,49,32,31
2024-11-20,21:08:35,21,51,32,30
2024-11-20,21:09:04,21,51,36,32
2024-11-20,21:09:33,21,51,37,33
2024-11-20,21:10:03,21,51,34,32
2024-11-20,21:10:32,21,50,35,32
2024-11-20,21:11:01,21,50,35,31
2024-11-20,21:11:30,21,50,37,34
2024-11-20,21:12:00,21,50,39,32
2024-11-20,21:12:29,21,50,36,32
2024-11-20,21:12:58,21,50,36,33
2024-11-20,21:13:27,21,49,37,32
2024-11-20,21:13:57,21,49,35,31
2024-11-20,21:14:26,21,49,32,29
2024-11-20,21:14:55,21,49,37,32
2024-11-20,21:15:24,21,49,39,34
2024-11-20,21:23:34,22,49,39,35
2024-11-20,21:24:03,22,48,39,35
2024-11-20,21:24:32,22,48,31,29
2024-11-20,21:25:02,22,48,36,33
2024-11-20,21:25:31,22,48,31,30
2024-11-20,21:26:00,22,48,36,32
2024-11-20,21:26:30,22,48,35,33
2024-11-20,21:26:59,22,48,35,33
2024-11-20,21:27:28,22,48,38,34
2024-11-20,21:27:57,22,48,39,35
2024-11-20,21:28:27,22,48,36,33
2024-11-20,21:28:56,22,48,39,35
2024-11-20,21:29:25,22,48,35,32
2024-11-20,21:29:54,22,48,33,32
2024-11-20,21:30:24,22,48,36,33
2024-11-20,21:30:53,22,48,39,35
2024-11-20,21:31:22,22,48,36,33
2024-11-20,21:31:51,22,48,37,34
2024-11-20,21:32:21,22,48,33,31
2024-11-20,21:32:50,22,48,40,34
2024-11-20,21:33:19,22,48,39,34
2024-11-20,21:33:48,22,48,36,31
2024-11-20,21:34:18,22,48,37,33
2024-11-20,21:34:47,22,48,37,34
2024-11-20,21:35:16,22,48,36,32
2024-11-20,21:35:45,22,48,39,35
2024-11-20,21:36:15,22,48,34,32
2024-11-20,21:36:44,22,48,34,32
2024-11-20,21:37:13,22,48,38,33
2024-11-20,21:37:42,22,48,37,32
2024-11-20,21:38:12,22,48,32,30
2024-11-20,21:38:41,22,48,36,31
2024-11-20,21:39:10,22,48,36,33
2024-11-20,21:39:39,22,48,31,30
2024-11-20,21:40:09,22,48,37,33
2024-11-20,21:40:38,22,48,37,33
2024-11-20,21:41:07,22,48,34,32
2024-11-20,21:41:36,22,48,32,31
2024-11-20,21:42:06,22,48,35,33
2024-11-20,21:42:35,22,48,34,32
2024-11-20,21:43:04,22,48,34,31
2024-11-20,21:43:33,22,48,40,34
2024-11-20,21:44:03,22,48,38,35
2024-11-20,21:44:32,22,48,34,32
2024-11-20,21:45:01,22,48,34,32
2024-11-20,21:45:31,22,48,33,32
2024-11-20,21:46:00,22,48,36,31
2024-11-20,21:46:29,22,48,33,30
2024-11-20,21:46:58,22,48,35,32
2024-11-20,21:47:28,22,48,33,32
2024-11-20,21:47:57,22,48,32,31
2024-11-20,21:48:26,22,48,34,30
2024-11-20,21:48:55,22,48,36,32
2024-11-20,21:49:25,22,48,36,32
2024-11-20,21:49:54,22,48,36,32
2024-11-20,21:50:23,22,48,37,32
2024-11-20,21:50:52,22,48,32,30
2024-11-20,21:51:22,22,48,33,30
2024-11-20,21:51:51,22,48,33,30
2024-11-20,21:52:20,22,48,33,31
2024-11-20,21:52:49,22,48,36,33
2024-11-20,21:53:19,22,48,29,29
2024-11-20,21:53:48,22,48,29,29
2024-11-20,21:54:17,22,48,29,29
2024-11-20,21:54:46,22,48,34,32
2024-11-20,21:55:16,22,48,31,28
2024-11-20,21:55:45,22,48,33,29
2024-11-20,21:56:14,22,48,30,29
2024-11-20,21:56:43,22,48,31,30
2024-11-20,21:57:13,22,48,36,32
2024-11-20,21:57:42,22,48,35,33
2024-11-20,21:58:11,22,48,37,32
2024-11-20,21:58:40,22,48,35,30
2024-11-20,21:59:10,22,48,33,32
2024-11-20,21:59:39,22,48,36,33
2024-11-20,22:00:08,22,48,32,29
2024-11-20,22:00:37,22,48,28,28
2024-11-20,22:01:07,22,48,36,33
2024-11-20,22:01:36,22,48,27,27
2024-11-20,22:02:05,22,48,29,29
2024-11-20,22:02:34,22,48,34,32
2024-11-20,22:03:04,22,48,33,31
2024-11-20,22:03:33,22,48,28,28
2024-11-20,22:04:02,22,48,34,30
2024-11-20,22:04:32,22,48,34,31
2024-11-20,22:05:01,22,48,32,31
2024-11-20,22:05:30,22,48,37,32
2024-11-20,22:05:59,22,48,28,28
2024-11-20,22:06:29,22,48,31,29
2024-11-20,22:06:58,22,48,29,29
2024-11-20,22:07:27,22,48,33,31
2024-11-20,22:07:56,22,48,30,30
2024-11-20,22:08:26,22,48,34,29
2024-11-20,22:08:55,22,48,34,30
2024-11-20,22:09:24,22,48,34,31
2024-11-20,22:09:53,22,48,31,30
2024-11-20,22:10:23,22,48,31,30
2024-11-20,22:10:52,22,48,30,29
2024-11-20,22:11:21,22,48,32,30
2024-11-20,22:11:50,22,48,35,32
2024-11-20,22:12:20,22,48,34,30
2024-11-20,22:12:49,22,48,30,29
2024-11-20,22:13:18,22,48,39,32
2024-11-20,22:13:47,22,48,35,31
2024-11-20,22:14:17,22,48,34,32
2024-11-20,22:14:46,22,48,33,31
2024-11-20,22:15:15,22,48,32,30
2024-11-20,22:15:44,22,48,31,30
2024-11-20,22:16:14,22,48,31,30
2024-11-20,22:16:43,22,48,33,31
2024-11-20,22:17:12,22,48,27,27
2024-11-20,22:17:41,22,48,32,31
2024-11-20,22:18:11,22,48,32,30
2024-11-20,22:18:40,22,48,32,30
2024-11-20,22:19:09,22,48,31,30
2024-11-20,22:19:38,22,48,32,29
2024-11-20,22:20:08,22,48,34,32
2024-11-20,22:20:37,22,48,31,29
2024-11-20,22:21:06,22,48,32,31
2024-11-20,22:21:35,22,48,33,31
2024-11-20,22:22:05,22,49,32,30
2024-11-20,22:22:34,22,48,32,31
2024-11-20,22:23:03,22,48,30,30
